text,id,label
" 16.(1) An issuer desirous of making an offer of non-convertible redeemable preference shares to the public shall make an application for listing to one or more recognized stock exchanges in terms of sub-section (1) of section 73 of the Companies Act, 1956.
                 ",2633,"[{""end"": 17, ""labels"": [""Subject-Organisation""], ""start"": 11, ""text"": ""issuer""}, {""end"": 118, ""labels"": [""Objective""], ""start"": 108, ""text"": ""shall make""}, {""end"": 160, ""labels"": [""Value""], ""start"": 149, ""text"": ""one or more""}, {""end"": 152, ""labels"": [""Value""], ""start"": 149, ""text"": ""one""}, {""end"": 257, ""labels"": [""Legal Doc""], ""start"": 200, ""text"": ""sub-section (1) of section 73 of the Companies Act, 1956.""}, {""end"": 187, ""labels"": [""Subject-Organisation""], ""start"": 161, ""text"": ""recognized stock exchanges""}, {""end"": 93, ""labels"": [""Legal Term""], ""start"": 49, ""text"": ""non-convertible redeemable preference shares""}, {""end"": 145, ""labels"": [""Transaction""], ""start"": 122, ""text"": ""application for listing""}]"
" (10)The lead merchant banker shall, prior to opening of the public issue, furnish to the Board a due diligence certificate as per Schedule II of these regulations:
 Provided that where the issuer is a corporate municipal entity, the lead merchant banker shall, prior to filing of the final offer document with the Registrar of Companies, furnish to the Board a due diligence certificate as per Schedule II of these regulations.
                 ",2371,"[{""end"": 29, ""labels"": [""Subject-Organisation""], ""start"": 9, ""text"": ""lead merchant banker""}, {""end"": 73, ""labels"": [""Legal Term""], ""start"": 61, ""text"": ""public issue""}, {""end"": 53, ""labels"": [""Transaction""], ""start"": 37, ""text"": ""prior to opening""}, {""end"": 82, ""labels"": [""Transaction""], ""start"": 75, ""text"": ""furnish""}, {""end"": 95, ""labels"": [""Authority""], ""start"": 90, ""text"": ""Board""}, {""end"": 123, ""labels"": [""Legal Term""], ""start"": 98, ""text"": ""due diligence certificate""}, {""end"": 142, ""labels"": [""Legal Doc""], ""start"": 131, ""text"": ""Schedule II""}, {""end"": 163, ""labels"": [""Legal Doc""], ""start"": 152, ""text"": ""regulations""}, {""end"": 196, ""labels"": [""Subject-Organisation""], ""start"": 190, ""text"": ""issuer""}, {""end"": 228, ""labels"": [""Subject-Organisation""], ""start"": 202, ""text"": ""corporate municipal entity""}, {""end"": 254, ""labels"": [""Subject-Organisation""], ""start"": 234, ""text"": ""lead merchant banker""}, {""end"": 277, ""labels"": [""Transaction""], ""start"": 262, ""text"": ""prior to filing""}, {""end"": 305, ""labels"": [""Legal Term""], ""start"": 285, ""text"": ""final offer document""}, {""end"": 337, ""labels"": [""Authority""], ""start"": 315, ""text"": ""Registrar of Companies""}, {""end"": 346, ""labels"": [""Transaction""], ""start"": 339, ""text"": ""furnish""}, {""end"": 359, ""labels"": [""Authority""], ""start"": 354, ""text"": ""Board""}, {""end"": 387, ""labels"": [""Legal Term""], ""start"": 362, ""text"": ""due diligence certificate""}, {""end"": 406, ""labels"": [""Legal Doc""], ""start"": 395, ""text"": ""Schedule II""}, {""end"": 427, ""labels"": [""Legal Doc""], ""start"": 416, ""text"": ""regulations""}, {""end"": 123, ""labels"": [""Objective""], ""start"": 75, ""text"": ""furnish to the Board a due diligence certificate""}, {""end"": 387, ""labels"": [""Objective""], ""start"": 339, ""text"": ""furnish to the Board a due diligence certificate""}]"
" (3)In the event, there is a delay by the issuer in making the aforesaid refund, then the issuer shall refund the subscription amount along with interest at the rate of ten per cent. per annum for the delayed period.
                 ",2388,"[{""end"": 48, ""labels"": [""Subject-Organisation""], ""start"": 42, ""text"": ""issuer""}, {""end"": 96, ""labels"": [""Subject-Organisation""], ""start"": 90, ""text"": ""issuer""}, {""end"": 153, ""labels"": [""Objective""], ""start"": 97, ""text"": ""shall refund the subscription amount along with interest""}, {""end"": 181, ""labels"": [""Value""], ""start"": 169, ""text"": ""ten per cent""}, {""end"": 133, ""labels"": [""Object-General""], ""start"": 114, ""text"": ""subscription amount""}]"
" (6)The issuer shall, before filing of draft offer documents with Board, obtain a “Viability Certificate“ or Detailed Project Appraisal Report (DPR) from a scheduled commercial bank or public financial institution stating that the project is financially viable, based on the estimates/assumptions available at that time.
                 ",2367,"[{""end"": 14, ""labels"": [""Subject-Organisation""], ""start"": 8, ""text"": ""issuer""}, {""end"": 35, ""labels"": [""Objective""], ""start"": 29, ""text"": ""filing""}, {""end"": 60, ""labels"": [""Legal Term""], ""start"": 39, ""text"": ""draft offer documents""}, {""end"": 71, ""labels"": [""Authority""], ""start"": 66, ""text"": ""Board""}, {""end"": 104, ""labels"": [""Legal Term""], ""start"": 83, ""text"": ""Viability Certificate""}, {""end"": 148, ""labels"": [""Legal Term""], ""start"": 109, ""text"": ""Detailed Project Appraisal Report (DPR)""}, {""end"": 181, ""labels"": [""Subject-Organisation""], ""start"": 156, ""text"": ""scheduled commercial bank""}, {""end"": 213, ""labels"": [""Subject-Organisation""], ""start"": 185, ""text"": ""public financial institution""}, {""end"": 238, ""labels"": [""Object-General""], ""start"": 227, ""text"": ""the project""}, {""end"": 296, ""labels"": [""Object-General""], ""start"": 275, ""text"": ""estimates/assumptions""}, {""end"": 79, ""labels"": [""Transaction""], ""start"": 73, ""text"": ""obtain""}, {""end"": 260, ""labels"": [""Object-General""], ""start"": 242, ""text"": ""financially viable""}]"
" (2)The authorised officer who is not the Investigating Authority, shall hand over the documents seized along with the seizure memo to the Investigating Authority.
                 ",4677,"[{""end"": 26, ""labels"": [""Authority""], ""start"": 8, ""text"": ""authorised officer""}, {""end"": 65, ""labels"": [""Authority""], ""start"": 42, ""text"": ""Investigating Authority""}, {""end"": 162, ""labels"": [""Authority""], ""start"": 139, ""text"": ""Investigating Authority""}, {""end"": 82, ""labels"": [""Objective""], ""start"": 67, ""text"": ""shall hand over""}, {""end"": 131, ""labels"": [""Legal Term""], ""start"": 119, ""text"": ""seizure memo""}]"
" (7)No public interest director on the board of a recognized stock exchange or a recognized clearing corporation, shall become a director on the board of subsidiary of that recognized stock exchange or recognized clearing corporation, as the case may be, unless there is a cooling-off period of three years after ceasing to be a public interest director.
                 ",2873,"[{""end"": 75, ""labels"": [""Subject-Organisation""], ""start"": 50, ""text"": ""recognized stock exchange""}, {""end"": 75, ""labels"": [""Subject-Organisation""], ""start"": 39, ""text"": ""board of a recognized stock exchange""}, {""end"": 112, ""labels"": [""Subject-Organisation""], ""start"": 81, ""text"": ""recognized clearing corporation""}, {""end"": 233, ""labels"": [""Subject-Individual""], ""start"": 129, ""text"": ""director on the board of subsidiary of that recognized stock exchange or recognized clearing corporation""}, {""end"": 112, ""labels"": [""Subject-Individual""], ""start"": 7, ""text"": ""public interest director on the board of a recognized stock exchange or a recognized clearing corporation""}, {""end"": 137, ""labels"": [""Objective""], ""start"": 114, ""text"": ""shall become a director""}, {""end"": 198, ""labels"": [""Subject-Organisation""], ""start"": 173, ""text"": ""recognized stock exchange""}, {""end"": 233, ""labels"": [""Subject-Organisation""], ""start"": 202, ""text"": ""recognized clearing corporation""}, {""end"": 233, ""labels"": [""Subject-Organisation""], ""start"": 145, ""text"": ""board of subsidiary of that recognized stock exchange or recognized clearing corporation""}, {""end"": 291, ""labels"": [""Object-General""], ""start"": 273, ""text"": ""cooling-off period""}, {""end"": 300, ""labels"": [""Value""], ""start"": 295, ""text"": ""three""}, {""end"": 306, ""labels"": [""Date/Time""], ""start"": 295, ""text"": ""three years""}, {""end"": 353, ""labels"": [""Transaction""], ""start"": 313, ""text"": ""ceasing to be a public interest director""}, {""end"": 353, ""labels"": [""Subject-Individual""], ""start"": 329, ""text"": ""public interest director""}]"
" 6.(1) The offer document shall contain true, fair and material disclosures, which are necessary for the subscribers of the revenue bonds to take an informed investment decision.
                 ",2356,"[{""end"": 25, ""labels"": [""Legal Term""], ""start"": 11, ""text"": ""offer document""}, {""end"": 75, ""labels"": [""Object-General""], ""start"": 40, ""text"": ""true, fair and material disclosures""}, {""end"": 116, ""labels"": [""Subject-Individual""], ""start"": 105, ""text"": ""subscribers""}, {""end"": 137, ""labels"": [""Legal Term""], ""start"": 124, ""text"": ""revenue bonds""}, {""end"": 177, ""labels"": [""Objective""], ""start"": 141, ""text"": ""take an informed investment decision""}, {""end"": 75, ""labels"": [""Objective""], ""start"": 26, ""text"": ""shall contain true, fair and material disclosures""}]"
" 34.(1) The Board may require the applicant, or the depository to which the applicant is to be admitted as a participant, to furnish such further information or clarification as may be considered necessary for the grant of a certificate of registration to the applicant.
                 ",3052,"[{""end"": 17, ""labels"": [""Authority""], ""start"": 12, ""text"": ""Board""}, {""end"": 43, ""labels"": [""Subject-Individual""], ""start"": 34, ""text"": ""applicant""}, {""end"": 62, ""labels"": [""Subject-Organisation""], ""start"": 52, ""text"": ""depository""}, {""end"": 85, ""labels"": [""Subject-Individual""], ""start"": 76, ""text"": ""applicant""}, {""end"": 252, ""labels"": [""Object-General""], ""start"": 225, ""text"": ""certificate of registration""}, {""end"": 269, ""labels"": [""Subject-Individual""], ""start"": 260, ""text"": ""applicant""}, {""end"": 205, ""labels"": [""Objective""], ""start"": 122, ""text"": ""to furnish such further information or clarification as may be considered necessary""}]"
" 26.A foreign portfolio investor shall appoint a branch of a bank authorised by the Reserve Bank of India for opening a foreign currency denominated account and special non-resident rupee account before making any investments in India.
                 ",3793,"[{""end"": 105, ""labels"": [""Authority""], ""start"": 84, ""text"": ""Reserve Bank of India""}, {""end"": 32, ""labels"": [""Subject-Organisation""], ""start"": 6, ""text"": ""foreign portfolio investor""}, {""end"": 46, ""labels"": [""Objective""], ""start"": 32, ""text"": "" shall appoint""}, {""end"": 65, ""labels"": [""Subject-Organisation""], ""start"": 61, ""text"": ""bank""}, {""end"": 79, ""labels"": [""Transaction""], ""start"": 66, ""text"": ""authorised by""}, {""end"": 156, ""labels"": [""Transaction""], ""start"": 110, ""text"": ""opening a foreign currency denominated account""}, {""end"": 156, ""labels"": [""Object-General""], ""start"": 120, ""text"": ""foreign currency denominated account""}, {""end"": 195, ""labels"": [""Object-General""], ""start"": 161, ""text"": ""special non-resident rupee account""}]"
" (2)The approval of the stock exchange referred to in sub-regulation (1) shall be made only after:
(a)approval of the board of directors and the debenture trustee in case of non- convertible debt securities and
(b)after complying with the provisions of Companies Act, 2013 including approval of the consent of requisite majority of holders of that class of securities.
Record Date
                 ",4056,"[{""end"": 38, ""labels"": [""Subject-Organisation""], ""start"": 24, ""text"": ""stock exchange""}, {""end"": 72, ""labels"": [""Legal Doc""], ""start"": 54, ""text"": ""sub-regulation (1)""}, {""end"": 97, ""labels"": [""Objective""], ""start"": 73, ""text"": ""shall be made only after""}, {""end"": 136, ""labels"": [""Subject-Organisation""], ""start"": 118, ""text"": ""board of directors""}, {""end"": 162, ""labels"": [""Subject-Organisation""], ""start"": 145, ""text"": ""debenture trustee""}, {""end"": 206, ""labels"": [""Legal Term""], ""start"": 174, ""text"": ""non- convertible debt securities""}, {""end"": 229, ""labels"": [""Transaction""], ""start"": 214, ""text"": ""after complying""}, {""end"": 272, ""labels"": [""Legal Doc""], ""start"": 253, ""text"": ""Companies Act, 2013""}, {""end"": 367, ""labels"": [""Legal Term""], ""start"": 357, ""text"": ""securities""}]"
" (2)The board of directors shall meet at least four times a year, with a maximum time gap of one hundred and twenty days between any two meetings.
                 ",3855,"[{""end"": 26, ""labels"": [""Subject-Organisation""], ""start"": 8, ""text"": ""board of directors""}, {""end"": 51, ""labels"": [""Value""], ""start"": 47, ""text"": ""four""}, {""end"": 64, ""labels"": [""Date/Time""], ""start"": 38, ""text"": ""at least four times a year""}, {""end"": 120, ""labels"": [""Date/Time""], ""start"": 93, ""text"": ""one hundred and twenty days""}, {""end"": 64, ""labels"": [""Objective""], ""start"": 27, ""text"": ""shall meet at least four times a year""}, {""end"": 115, ""labels"": [""Value""], ""start"": 93, ""text"": ""one hundred and twenty""}]"
" (3) The merchant banker(s) shall ensure that all transaction specific disclosures required in Schedule I of these regulations are complied with:
 Provided where the issuer is a corporate municipal entity, merchant banker(s) shall also ensure that the disclosures under Companies Act, 2013 and rules made thereunder are complied with.
                 ",2481,"[{""end"": 27, ""labels"": [""Subject-Organisation""], ""start"": 9, ""text"": ""merchant banker(s)""}, {""end"": 289, ""labels"": [""Legal Doc""], ""start"": 270, ""text"": ""Companies Act, 2013""}, {""end"": 315, ""labels"": [""Transaction""], ""start"": 294, ""text"": ""rules made thereunder""}, {""end"": 40, ""labels"": [""Objective""], ""start"": 28, ""text"": ""shall ensure""}, {""end"": 126, ""labels"": [""Legal Doc""], ""start"": 95, ""text"": ""Schedule I of these regulations""}, {""end"": 172, ""labels"": [""Subject-Organisation""], ""start"": 166, ""text"": ""issuer""}, {""end"": 204, ""labels"": [""Subject-Organisation""], ""start"": 178, ""text"": ""corporate municipal entity""}, {""end"": 224, ""labels"": [""Subject-Organisation""], ""start"": 206, ""text"": ""merchant banker(s)""}, {""end"": 242, ""labels"": [""Objective""], ""start"": 225, ""text"": ""shall also ensure""}, {""end"": 263, ""labels"": [""Object-General""], ""start"": 252, ""text"": ""disclosures""}, {""end"": 82, ""labels"": [""Object-General""], ""start"": 50, ""text"": ""transaction specific disclosures""}]"
" 24.(1) Without prejudice to the provisions of sections 11 and 11C of the Act and section 209A of the Companies Act, the Board may suo motu or upon information received by it, appoint one or more persons to undertake the inspection of the books of account, records and documents of the issuer or merchant banker or any other intermediary associated with the public issue, disclosure or listing of non-convertible redeemable preference shares, as governed under these regulations, for any of the purposes specified in sub-regulation (2).
                 ",2655,"[{""end"": 115, ""labels"": [""Legal Doc""], ""start"": 47, ""text"": ""sections 11 and 11C of the Act and section 209A of the Companies Act""}, {""end"": 126, ""labels"": [""Authority""], ""start"": 121, ""text"": ""Board""}, {""end"": 203, ""labels"": [""Subject-Individual""], ""start"": 196, ""text"": ""persons""}, {""end"": 195, ""labels"": [""Value""], ""start"": 184, ""text"": ""one or more""}, {""end"": 187, ""labels"": [""Value""], ""start"": 183, ""text"": "" one""}, {""end"": 183, ""labels"": [""Objective""], ""start"": 176, ""text"": ""appoint""}, {""end"": 231, ""labels"": [""Objective""], ""start"": 204, ""text"": ""to undertake the inspection""}, {""end"": 255, ""labels"": [""Object-General""], ""start"": 239, ""text"": ""books of account""}, {""end"": 264, ""labels"": [""Object-General""], ""start"": 257, ""text"": ""records""}, {""end"": 278, ""labels"": [""Object-General""], ""start"": 269, ""text"": ""documents""}, {""end"": 292, ""labels"": [""Subject-Organisation""], ""start"": 286, ""text"": ""issuer""}, {""end"": 311, ""labels"": [""Subject-Organisation""], ""start"": 296, ""text"": ""merchant banker""}, {""end"": 337, ""labels"": [""Subject-Organisation""], ""start"": 325, ""text"": ""intermediary""}, {""end"": 174, ""labels"": [""Transaction""], ""start"": 143, ""text"": ""upon information received by it""}, {""end"": 370, ""labels"": [""Legal Term""], ""start"": 358, ""text"": ""public issue""}, {""end"": 441, ""labels"": [""Legal Term""], ""start"": 397, ""text"": ""non-convertible redeemable preference shares""}, {""end"": 393, ""labels"": [""Transaction""], ""start"": 372, ""text"": ""disclosure or listing""}]"
" 22B. Any person connected with the issue shall not offer any incentive, whether direct or indirect, in any manner, whether in cash or kind or services or otherwise to any person for making an application in the issue, except for fees or commission for services rendered in relation to the issue.]
                 ",2442,"[{""end"": 41, ""labels"": [""Legal Term""], ""start"": 36, ""text"": ""issue""}, {""end"": 71, ""labels"": [""Objective""], ""start"": 42, ""text"": ""shall not offer any incentive""}, {""end"": 217, ""labels"": [""Object-General""], ""start"": 193, ""text"": ""application in the issue""}, {""end"": 295, ""labels"": [""Transaction""], ""start"": 253, ""text"": ""services rendered in relation to the issue""}, {""end"": 295, ""labels"": [""Legal Term""], ""start"": 289, ""text"": "" issue""}]"
" (2)The compensation committee shall be a committee of such members of the board of directors of the company as provided under section 178 of the Companies Act, 2013, as amended or modified from time to time.
                 ",2507,"[{""end"": 93, ""labels"": [""Subject-Organisation""], ""start"": 75, ""text"": ""board of directors""}, {""end"": 30, ""labels"": [""Subject-Organisation""], ""start"": 8, ""text"": ""compensation committee""}, {""end"": 67, ""labels"": [""Objective""], ""start"": 31, ""text"": ""shall be a committee of such members""}, {""end"": 107, ""labels"": [""Subject-Organisation""], ""start"": 101, ""text"": ""compan""}, {""end"": 165, ""labels"": [""Legal Doc""], ""start"": 127, ""text"": ""section 178 of the Companies Act, 2013""}, {""end"": 208, ""labels"": [""Date/Time""], ""start"": 195, ""text"": ""time to time.""}]"
" (2) The issuer may provide the facility for subscription of application in electronic mode.
                 ",2383,"[{""end"": 16, ""labels"": [""Subject-Organisation""], ""start"": 9, ""text"": ""issuer ""}, {""end"": 57, ""labels"": [""Objective""], ""start"": 20, ""text"": ""provide the facility for subscription""}]"
" 27. The Board may suo motu or upon receipt of information or complaint appoint one or more persons as inspecting authority to undertake inspection of the books of accounts, records and documents relating to research analyst or research entity for any of the following reasons, namely:-
(i)to ensure that the books of account, records and documents are being maintained in the manner specified in these regulations;
(ii)to inspect into complaints received from any person, on any matter having a bearing
on the activities of a research analyst;
(iii)to ascertain whether the provisions of the Act and these regulations are being complied with by the research analyst or research entity;
Page 14 of 24
(iv)to inspect into the affairs of research analyst or research entity in relation to research activities, in the interest of the securities market or in the interest of investors.
Notice before inspection.
                 ",4611,"[{""end"": 14, ""labels"": [""Authority""], ""start"": 9, ""text"": ""Board""}, {""end"": 27, ""labels"": [""Legal Term""], ""start"": 19, ""text"": ""suo motu""}, {""end"": 99, ""labels"": [""Objective""], ""start"": 72, ""text"": ""appoint one or more persons""}, {""end"": 91, ""labels"": [""Value""], ""start"": 80, ""text"": ""one or more""}, {""end"": 123, ""labels"": [""Authority""], ""start"": 103, ""text"": ""inspecting authority""}, {""end"": 147, ""labels"": [""Objective""], ""start"": 124, ""text"": ""to undertake inspection""}, {""end"": 172, ""labels"": [""Object-General""], ""start"": 155, ""text"": ""books of accounts""}, {""end"": 181, ""labels"": [""Object-General""], ""start"": 174, ""text"": ""records""}, {""end"": 195, ""labels"": [""Object-General""], ""start"": 186, ""text"": ""documents""}, {""end"": 325, ""labels"": [""Object-General""], ""start"": 309, ""text"": ""books of account""}, {""end"": 335, ""labels"": [""Object-General""], ""start"": 327, ""text"": ""records ""}, {""end"": 348, ""labels"": [""Object-General""], ""start"": 339, ""text"": ""documents""}, {""end"": 224, ""labels"": [""Subject-Individual""], ""start"": 207, ""text"": "" research analyst""}, {""end"": 243, ""labels"": [""Subject-Individual""], ""start"": 228, ""text"": ""research entity""}, {""end"": 369, ""labels"": [""Objective""], ""start"": 349, ""text"": ""are being maintained""}, {""end"": 414, ""labels"": [""Legal Doc""], ""start"": 403, ""text"": ""regulations""}, {""end"": 543, ""labels"": [""Subject-Individual""], ""start"": 527, ""text"": ""research analyst""}, {""end"": 596, ""labels"": [""Legal Doc""], ""start"": 593, ""text"": ""Act""}, {""end"": 618, ""labels"": [""Legal Doc""], ""start"": 607, ""text"": ""regulations""}, {""end"": 666, ""labels"": [""Subject-Individual""], ""start"": 650, ""text"": ""research analyst""}, {""end"": 685, ""labels"": [""Subject-Individual""], ""start"": 670, ""text"": ""research entity""}, {""end"": 752, ""labels"": [""Subject-Individual""], ""start"": 736, ""text"": ""research analyst""}, {""end"": 771, ""labels"": [""Subject-Individual""], ""start"": 756, ""text"": ""research entity""}, {""end"": 848, ""labels"": [""Legal Term""], ""start"": 831, ""text"": ""securities market""}, {""end"": 880, ""labels"": [""Subject-Individual""], ""start"": 871, ""text"": ""investors""}]"
" (8)In case the listed entity has not effected transfer of securities within fifteen days or where the listed entity has failed to communicate to the transferee(s) any valid objection to the transfer, within the stipulated time period of fifteen days, the listed entity shall compensate the aggrieved party for the opportunity losses caused during the period of the delay:
 Provided that during the intervening period on account of delay in transfer above, the listed entity shall provide all benefits, which have accrued, to the holder of securities in terms of provisions of Section 126 of Companies Act, 2013, and Section 27 of the Securities Contracts (Regulation) Act, 1956:
                 ",3992,"[{""end"": 29, ""labels"": [""Subject-Organisation""], ""start"": 16, ""text"": ""listed entity""}, {""end"": 69, ""labels"": [""Legal Term""], ""start"": 59, ""text"": ""securities""}, {""end"": 611, ""labels"": [""Legal Doc""], ""start"": 577, ""text"": ""Section 126 of Companies Act, 2013""}, {""end"": 678, ""labels"": [""Legal Doc""], ""start"": 617, ""text"": ""Section 27 of the Securities Contracts (Regulation) Act, 1956""}, {""end"": 84, ""labels"": [""Value""], ""start"": 77, ""text"": ""fifteen""}, {""end"": 89, ""labels"": [""Date/Time""], ""start"": 70, ""text"": ""within fifteen days""}, {""end"": 116, ""labels"": [""Subject-Organisation""], ""start"": 103, ""text"": ""listed entity""}, {""end"": 163, ""labels"": [""Subject-Individual""], ""start"": 150, ""text"": ""transferee(s)""}, {""end"": 250, ""labels"": [""Date/Time""], ""start"": 201, ""text"": ""within the stipulated time period of fifteen days""}, {""end"": 269, ""labels"": [""Subject-Organisation""], ""start"": 255, ""text"": "" listed entity""}, {""end"": 306, ""labels"": [""Objective""], ""start"": 270, ""text"": ""shall compensate the aggrieved party""}, {""end"": 245, ""labels"": [""Value""], ""start"": 238, ""text"": ""fifteen""}, {""end"": 550, ""labels"": [""Subject-Individual""], ""start"": 530, ""text"": ""holder of securities""}]"
" (2) In case of the issuer being a municipality, the accounts of the issuer shall be audited by the persons appointed by the municipal corporations, as permissible under its constitution/state legislation governing the municipality:
 Provided that in case of an issuer being a corporate municipal entity, the accounts of the issuer shall be audited by an auditor, in terms of section 139 of the Companies Act, 2013 and the rules made thereunder:
                 ",2454,"[{""end"": 26, ""labels"": [""Subject-Organisation""], ""start"": 20, ""text"": ""issuer""}, {""end"": 47, ""labels"": [""Subject-Organisation""], ""start"": 35, ""text"": ""municipality""}, {""end"": 61, ""labels"": [""Legal Term""], ""start"": 53, ""text"": ""accounts""}, {""end"": 75, ""labels"": [""Subject-Organisation""], ""start"": 69, ""text"": ""issuer""}, {""end"": 92, ""labels"": [""Objective""], ""start"": 76, ""text"": ""shall be audited""}, {""end"": 92, ""labels"": [""Legal Term""], ""start"": 85, ""text"": ""audited""}, {""end"": 107, ""labels"": [""Subject-Individual""], ""start"": 100, ""text"": ""persons""}, {""end"": 117, ""labels"": [""Transaction""], ""start"": 108, ""text"": ""appointed""}, {""end"": 147, ""labels"": [""Subject-Organisation""], ""start"": 125, ""text"": ""municipal corporations""}, {""end"": 231, ""labels"": [""Subject-Organisation""], ""start"": 219, ""text"": ""municipality""}, {""end"": 268, ""labels"": [""Subject-Organisation""], ""start"": 262, ""text"": ""issuer""}, {""end"": 303, ""labels"": [""Subject-Organisation""], ""start"": 277, ""text"": ""corporate municipal entity""}, {""end"": 331, ""labels"": [""Subject-Organisation""], ""start"": 325, ""text"": ""issuer""}, {""end"": 317, ""labels"": [""Legal Term""], ""start"": 309, ""text"": ""accounts""}, {""end"": 348, ""labels"": [""Objective""], ""start"": 332, ""text"": ""shall be audited""}, {""end"": 348, ""labels"": [""Legal Term""], ""start"": 341, ""text"": ""audited""}, {""end"": 362, ""labels"": [""Subject-Individual""], ""start"": 355, ""text"": ""auditor""}, {""end"": 414, ""labels"": [""Legal Doc""], ""start"": 376, ""text"": ""section 139 of the Companies Act, 2013""}]"
" (4)If any issue arises in rendering non-discriminatory access to services of a recognized clearing corporation, the Board's decision shall be final.
                 ",2927,"[{""end"": 124, ""labels"": [""Authority""], ""start"": 117, ""text"": ""Board's""}, {""end"": 111, ""labels"": [""Subject-Organisation""], ""start"": 80, ""text"": ""recognized clearing corporation""}, {""end"": 74, ""labels"": [""Objective""], ""start"": 27, ""text"": ""rendering non-discriminatory access to services""}]"
" (2)The trustee shall enter into an investment management agreement with the investment manager on behalf of the InvIT.
                 ",3336,"[{""end"": 15, ""labels"": [""Subject-Individual""], ""start"": 8, ""text"": ""trustee""}, {""end"": 67, ""labels"": [""Object-General""], ""start"": 36, ""text"": ""investment management agreement""}, {""end"": 95, ""labels"": [""Subject-Individual""], ""start"": 77, ""text"": ""investment manager""}, {""end"": 118, ""labels"": [""Subject-Organisation""], ""start"": 113, ""text"": ""InvIT""}, {""end"": 67, ""labels"": [""Objective""], ""start"": 16, ""text"": ""shall enter into an investment management agreement""}]"
" (5)(a) The board of directors shall lay down a code of conduct for all members of board of directors and senior management of the listed entity.
(b)The code of conduct shall suitably incorporate the duties of independent directors as laid down in the Companies Act, 2013.
                 ",3859,"[{""end"": 30, ""labels"": [""Subject-Organisation""], ""start"": 12, ""text"": ""board of directors""}, {""end"": 63, ""labels"": [""Objective""], ""start"": 31, ""text"": ""shall lay down a code of conduct""}, {""end"": 63, ""labels"": [""Object-General""], ""start"": 48, ""text"": ""code of conduct""}, {""end"": 123, ""labels"": [""Subject-Individual""], ""start"": 72, ""text"": ""members of board of directors and senior management""}, {""end"": 144, ""labels"": [""Subject-Organisation""], ""start"": 131, ""text"": ""listed entity""}, {""end"": 168, ""labels"": [""Object-General""], ""start"": 153, ""text"": ""code of conduct""}, {""end"": 195, ""labels"": [""Objective""], ""start"": 169, ""text"": ""shall suitably incorporate""}, {""end"": 231, ""labels"": [""Object-General""], ""start"": 200, ""text"": ""duties of independent directors""}, {""end"": 231, ""labels"": [""Subject-Individual""], ""start"": 210, ""text"": ""independent directors""}, {""end"": 271, ""labels"": [""Legal Doc""], ""start"": 252, ""text"": ""Companies Act, 2013""}, {""end"": 244, ""labels"": [""Transaction""], ""start"": 235, ""text"": ""laid down""}]"
" (6)The investment manager shall appoint an auditor for a period of not more than five consecutive years:
 Provided that the auditor, not being an individual, may be reappointed for a period of another five consecutive years, subject to approval of unit- holders in the annual meeting in accordance with regulation 22.
                 ",3361,"[{""end"": 26, ""labels"": [""Subject-Individual""], ""start"": 8, ""text"": ""investment manager""}, {""end"": 104, ""labels"": [""Date/Time""], ""start"": 68, ""text"": ""not more than five consecutive years""}, {""end"": 51, ""labels"": [""Objective""], ""start"": 33, ""text"": ""appoint an auditor""}, {""end"": 51, ""labels"": [""Subject-Individual""], ""start"": 44, ""text"": ""auditor""}, {""end"": 132, ""labels"": [""Subject-Individual""], ""start"": 125, ""text"": ""auditor""}, {""end"": 224, ""labels"": [""Date/Time""], ""start"": 202, ""text"": ""five consecutive years""}, {""end"": 262, ""labels"": [""Subject-Individual""], ""start"": 249, ""text"": ""unit- holders""}, {""end"": 317, ""labels"": [""Legal Doc""], ""start"": 304, ""text"": ""regulation 22""}, {""end"": 177, ""labels"": [""Objective""], ""start"": 159, ""text"": ""may be reappointed""}]"
" (3)The listed entity shall comply with circulars or directions issued by the Board from time to time with respect to maintenance of shareholding in dematerialized form.
                 ",3930,"[{""end"": 21, ""labels"": [""Subject-Organisation""], ""start"": 8, ""text"": ""listed entity""}, {""end"": 70, ""labels"": [""Objective""], ""start"": 22, ""text"": ""shall comply with circulars or directions issued""}, {""end"": 49, ""labels"": [""Object-General""], ""start"": 40, ""text"": ""circulars""}, {""end"": 70, ""labels"": [""Object-General""], ""start"": 53, ""text"": ""directions issued""}, {""end"": 83, ""labels"": [""Authority""], ""start"": 78, ""text"": ""Board""}, {""end"": 101, ""labels"": [""Date/Time""], ""start"": 89, ""text"": ""time to time""}, {""end"": 168, ""labels"": [""Transaction""], ""start"": 118, ""text"": ""maintenance of shareholding in dematerialized form""}, {""end"": 168, ""labels"": [""Legal Term""], ""start"": 149, ""text"": ""dematerialized form""}]"
